packet_no,timestamp,src_ip,dst_ip,src_port,dst_port,transport_proto,tcp_seq,tcp_flags,additional,bytes_transferred
14644,1728941804354,192.168.29.130,146.75.29.140,35178,443,TCP,1337824828,PA,'',217
14645,1728941804354,146.75.29.140,192.168.29.130,443,35178,TCP,1321285217,A,'',60
14646,1728941804355,192.168.29.130,146.75.29.140,35178,443,TCP,1337824991,PA,'',143
14647,1728941804355,146.75.29.140,192.168.29.130,443,35178,TCP,1321285217,A,'',60
14648,1728941804355,192.168.29.130,146.75.29.140,35178,443,TCP,1337825080,PA,'',154
14649,1728941804355,146.75.29.140,192.168.29.130,443,35178,TCP,1321285217,A,'',60
14650,1728941804356,192.168.29.130,146.75.29.140,35178,443,TCP,1337825180,PA,'',145
14651,1728941804356,146.75.29.140,192.168.29.130,443,35178,TCP,1321285217,A,'',60
14652,1728941804356,192.168.29.130,146.75.29.140,35178,443,TCP,1337825271,PA,'',143
14653,1728941804356,146.75.29.140,192.168.29.130,443,35178,TCP,1321285217,A,'',60
14654,1728941804357,192.168.29.130,146.75.29.140,35178,443,TCP,1337825360,PA,'',147
14655,1728941804357,146.75.29.140,192.168.29.130,443,35178,TCP,1321285217,A,'',60
14656,1728941804357,146.75.37.140,192.168.29.130,443,54824,TCP,396902726,PA,'',318
14657,1728941804357,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14658,1728941804357,146.75.37.140,192.168.29.130,443,54824,TCP,396902990,PA,'',618
14659,1728941804358,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14660,1728941804358,146.75.37.140,192.168.29.130,443,54824,TCP,396903554,PA,'',1046
14661,1728941804358,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14662,1728941804358,192.168.29.130,146.75.29.140,35178,443,TCP,1337825453,PA,'',142
14663,1728941804358,146.75.29.140,192.168.29.130,443,35178,TCP,1321285217,A,'',60
14664,1728941804359,192.168.29.130,146.75.29.140,35178,443,TCP,1337825541,PA,'',142
14665,1728941804359,146.75.29.140,192.168.29.130,443,35178,TCP,1321285217,A,'',60
14666,1728941804359,146.75.37.140,192.168.29.130,443,54824,TCP,396904546,PA,'',1297
14667,1728941804359,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14668,1728941804360,192.168.29.130,146.75.29.140,35178,443,TCP,1337825629,PA,'',156
14669,1728941804360,146.75.29.140,192.168.29.130,443,35178,TCP,1321285217,A,'',60
14670,1728941804360,192.168.29.130,146.75.29.140,35178,443,TCP,1337825731,PA,'',153
14671,1728941804361,146.75.29.140,192.168.29.130,443,35178,TCP,1321285217,A,'',60
14672,1728941804365,192.168.29.130,146.75.29.140,35178,443,TCP,1337825830,PA,'',209
14673,1728941804365,146.75.29.140,192.168.29.130,443,35178,TCP,1321285217,A,'',60
14674,1728941804368,146.75.29.140,192.168.29.130,443,35178,TCP,1321285217,PA,'',2405
14675,1728941804368,146.75.37.140,192.168.29.130,443,54824,TCP,396905789,PA,'',507
14676,1728941804368,192.168.29.130,146.75.29.140,35178,443,TCP,1337825985,A,'',54
14677,1728941804368,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14678,1728941804369,146.75.37.140,192.168.29.130,443,54824,TCP,396906242,PA,'',965
14679,1728941804369,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14680,1728941804369,146.75.37.140,192.168.29.130,443,54824,TCP,396907153,PA,'',2953
14681,1728941804369,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14682,1728941804375,192.168.29.130,146.75.29.140,35178,443,TCP,1337825985,PA,'',155
14683,1728941804376,146.75.29.140,192.168.29.130,443,35178,TCP,1321287568,A,'',60
14684,1728941804378,146.75.37.140,192.168.29.130,443,54824,TCP,396910052,PA,'',3620
14685,1728941804378,146.75.37.140,192.168.29.130,443,54824,TCP,396913618,PA,'',4331
14686,1728941804378,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14687,1728941804378,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14688,1728941804378,146.75.37.140,192.168.29.130,443,54824,TCP,396917895,PA,'',377
14689,1728941804378,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14690,1728941804379,146.75.37.140,192.168.29.130,443,54824,TCP,396918218,PA,'',1570
14691,1728941804379,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14692,1728941804381,192.168.29.130,146.75.29.140,35178,443,TCP,1337826086,PA,'',155
14693,1728941804381,146.75.29.140,192.168.29.130,443,35178,TCP,1321287568,A,'',60
14694,1728941804381,192.168.29.130,146.75.29.140,35178,443,TCP,1337826187,PA,'',150
14695,1728941804381,146.75.29.140,192.168.29.130,443,35178,TCP,1321287568,A,'',60
14696,1728941804382,192.168.29.130,146.75.29.140,35178,443,TCP,1337826283,PA,'',154
14697,1728941804382,146.75.29.140,192.168.29.130,443,35178,TCP,1321287568,A,'',60
14698,1728941804382,192.168.29.130,146.75.29.140,35178,443,TCP,1337826383,PA,'',158
14699,1728941804382,146.75.29.140,192.168.29.130,443,35178,TCP,1321287568,A,'',60
14700,1728941804383,192.168.29.130,146.75.29.140,35178,443,TCP,1337826487,PA,'',161
14701,1728941804383,146.75.29.140,192.168.29.130,443,35178,TCP,1321287568,A,'',60
14702,1728941804383,192.168.29.130,146.75.29.140,35178,443,TCP,1337826594,PA,'',160
14703,1728941804383,146.75.29.140,192.168.29.130,443,35178,TCP,1321287568,A,'',60
14704,1728941804385,192.168.29.130,146.75.29.140,35178,443,TCP,1337826700,PA,'',150
14705,1728941804386,146.75.29.140,192.168.29.130,443,35178,TCP,1321287568,A,'',60
14706,1728941804386,192.168.29.130,146.75.29.140,35178,443,TCP,1337826796,PA,'',146
14707,1728941804386,146.75.29.140,192.168.29.130,443,35178,TCP,1321287568,A,'',60
14708,1728941804386,192.168.29.130,146.75.29.140,35178,443,TCP,1337826888,PA,'',142
14709,1728941804386,146.75.29.140,192.168.29.130,443,35178,TCP,1321287568,A,'',60
14710,1728941804386,192.168.29.130,146.75.29.140,35178,443,TCP,1337826976,PA,'',159
14711,1728941804387,146.75.29.140,192.168.29.130,443,35178,TCP,1321287568,A,'',60
14712,1728941804390,146.75.37.140,192.168.29.130,443,54824,TCP,396919734,PA,'',1892
14713,1728941804390,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14714,1728941804390,146.75.37.140,192.168.29.130,443,54824,TCP,396921572,PA,'',2318
14715,1728941804390,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14716,1728941804390,146.75.37.140,192.168.29.130,443,54824,TCP,396923836,PA,'',613
14717,1728941804390,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14718,1728941804392,146.75.37.140,192.168.29.130,443,54824,TCP,396924395,PA,'',145
14719,1728941804393,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14720,1728941804393,146.75.29.140,192.168.29.130,443,35178,TCP,1321287568,PA,'',3908
14721,1728941804394,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14722,1728941804394,146.75.29.140,192.168.29.130,443,35178,TCP,1321291422,PA,'',5622
14723,1728941804394,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14724,1728941804394,146.75.29.140,192.168.29.130,443,35178,TCP,1321296990,PA,'',2838
14725,1728941804394,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14726,1728941804396,146.75.29.140,192.168.29.130,443,35178,TCP,1321299774,PA,'',11190
14727,1728941804396,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14728,1728941804400,146.75.29.140,192.168.29.130,443,35178,TCP,1321310910,PA,'',1446
14729,1728941804400,146.75.29.140,192.168.29.130,443,35178,TCP,1321312302,PA,'',4230
14730,1728941804400,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14731,1728941804400,146.75.29.140,192.168.29.130,443,35178,TCP,1321316478,PA,'',4230
14732,1728941804400,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14733,1728941804412,146.75.29.140,192.168.29.130,443,35178,TCP,1321320654,PA,'',3432
14734,1728941804412,146.75.29.140,192.168.29.130,443,35178,TCP,1321324032,PA,'',4230
14735,1728941804412,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14736,1728941804412,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14737,1728941804412,146.75.29.140,192.168.29.130,443,35178,TCP,1321328208,PA,'',4230
14738,1728941804412,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14739,1728941804412,146.75.29.140,192.168.29.130,443,35178,TCP,1321332384,PA,'',4230
14740,1728941804412,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14741,1728941804412,146.75.29.140,192.168.29.130,443,35178,TCP,1321336560,PA,'',4230
14742,1728941804412,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14743,1728941804412,146.75.29.140,192.168.29.130,443,35178,TCP,1321340736,PA,'',2838
14744,1728941804412,146.75.29.140,192.168.29.130,443,35178,TCP,1321343520,PA,'',1446
14745,1728941804412,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14746,1728941804412,146.75.29.140,192.168.29.130,443,35178,TCP,1321344912,PA,'',4230
14747,1728941804412,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14748,1728941804413,146.75.29.140,192.168.29.130,443,35178,TCP,1321349088,PA,'',1446
14749,1728941804418,146.75.29.140,192.168.29.130,443,35178,TCP,1321350480,PA,'',11190
14750,1728941804418,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14751,1728941804418,146.75.29.140,192.168.29.130,443,35178,TCP,1321361616,PA,'',2838
14752,1728941804418,146.75.29.140,192.168.29.130,443,35178,TCP,1321364400,PA,'',1446
14753,1728941804418,146.75.29.140,192.168.29.130,443,35178,TCP,1321365792,PA,'',4230
14754,1728941804418,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14755,1728941804418,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14756,1728941804419,146.75.29.140,192.168.29.130,443,35178,TCP,1321369968,PA,'',4230
14757,1728941804419,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14758,1728941804419,146.75.29.140,192.168.29.130,443,35178,TCP,1321374144,PA,'',4230
14759,1728941804419,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14760,1728941804419,146.75.29.140,192.168.29.130,443,35178,TCP,1321378320,PA,'',4230
14761,1728941804419,146.75.29.140,192.168.29.130,443,35178,TCP,1321382496,PA,'',4230
14762,1728941804419,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14763,1728941804419,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14764,1728941804419,146.75.29.140,192.168.29.130,443,35178,TCP,1321386672,PA,'',8406
14765,1728941804419,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14766,1728941804419,146.75.29.140,192.168.29.130,443,35178,TCP,1321395024,PA,'',2838
14767,1728941804419,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14768,1728941804419,146.75.29.140,192.168.29.130,443,35178,TCP,1321397808,PA,'',1446
14769,1728941804420,146.75.29.140,192.168.29.130,443,35178,TCP,1321399200,PA,'',8406
14770,1728941804420,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14771,1728941804420,146.75.29.140,192.168.29.130,443,35178,TCP,1321407552,PA,'',4230
14772,1728941804420,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14773,1728941804420,146.75.29.140,192.168.29.130,443,35178,TCP,1321411728,PA,'',4230
14774,1728941804420,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14775,1728941804420,146.75.29.140,192.168.29.130,443,35178,TCP,1321415904,PA,'',1446
14776,1728941804420,146.75.37.140,192.168.29.130,443,54824,TCP,396924486,PA,'',811
14777,1728941804420,146.75.29.140,192.168.29.130,443,35178,TCP,1321417296,PA,'',1398
14778,1728941804420,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14779,1728941804420,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14780,1728941804420,146.75.37.140,192.168.29.130,443,54824,TCP,396925243,PA,'',2520
14781,1728941804420,146.75.29.140,192.168.29.130,443,35178,TCP,1321418640,PA,'',1446
14782,1728941804420,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14783,1728941804421,146.75.29.140,192.168.29.130,443,35178,TCP,1321420032,PA,'',4230
14784,1728941804421,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14785,1728941804421,146.75.29.140,192.168.29.130,443,35178,TCP,1321424208,PA,'',4230
14786,1728941804421,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14787,1728941804421,146.75.29.140,192.168.29.130,443,35178,TCP,1321428384,PA,'',1446
14788,1728941804421,146.75.29.140,192.168.29.130,443,35178,TCP,1321429776,PA,'',2838
14789,1728941804421,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14790,1728941804421,146.75.29.140,192.168.29.130,443,35178,TCP,1321432560,PA,'',4230
14791,1728941804421,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14792,1728941804421,146.75.29.140,192.168.29.130,443,35178,TCP,1321436736,PA,'',4230
14793,1728941804421,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14794,1728941804421,146.75.37.140,192.168.29.130,443,54824,TCP,396927709,PA,'',2760
14795,1728941804421,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14796,1728941804421,146.75.37.140,192.168.29.130,443,54824,TCP,396930415,PA,'',1266
14797,1728941804421,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14798,1728941804425,146.75.29.140,192.168.29.130,443,35178,TCP,1321440912,PA,'',4230
14799,1728941804425,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14800,1728941804426,146.75.29.140,192.168.29.130,443,35178,TCP,1321445088,PA,'',4278
14801,1728941804426,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14802,1728941804427,146.75.37.140,192.168.29.130,443,54824,TCP,396931627,PA,'',1182
14803,1728941804427,146.75.29.140,192.168.29.130,443,35178,TCP,1321449312,PA,'',2838
14804,1728941804427,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14805,1728941804427,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14806,1728941804427,146.75.29.140,192.168.29.130,443,35178,TCP,1321452096,PA,'',1446
14807,1728941804429,146.75.29.140,192.168.29.130,443,35178,TCP,1321453488,PA,'',16758
14808,1728941804429,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14809,1728941804429,146.75.37.140,192.168.29.130,443,54824,TCP,396932755,PA,'',1380
14810,1728941804429,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14811,1728941804430,146.75.37.140,192.168.29.130,443,54824,TCP,396934081,PA,'',1512
14812,1728941804430,146.75.29.140,192.168.29.130,443,35178,TCP,1321470192,PA,'',20934
14813,1728941804430,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14814,1728941804431,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14815,1728941804432,146.75.29.140,192.168.29.130,443,35178,TCP,1321491072,PA,'',2838
14816,1728941804432,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14817,1728941804434,146.75.29.140,192.168.29.130,443,35178,TCP,1321493856,PA,'',2838
14818,1728941804434,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14819,1728941804434,146.75.29.140,192.168.29.130,443,35178,TCP,1321496640,PA,'',4230
14820,1728941804434,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14821,1728941804434,146.75.29.140,192.168.29.130,443,35178,TCP,1321500816,PA,'',4230
14822,1728941804434,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14823,1728941804434,146.75.29.140,192.168.29.130,443,35178,TCP,1321504992,PA,'',8406
14824,1728941804434,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14825,1728941804435,146.75.29.140,192.168.29.130,443,35178,TCP,1321513344,PA,'',4230
14826,1728941804435,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14827,1728941804435,146.75.29.140,192.168.29.130,443,35178,TCP,1321517520,PA,'',1446
14828,1728941804435,146.75.29.140,192.168.29.130,443,35178,TCP,1321518912,PA,'',7014
14829,1728941804435,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14830,1728941804435,146.75.29.140,192.168.29.130,443,35178,TCP,1321525872,PA,'',4230
14831,1728941804435,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14832,1728941804435,146.75.29.140,192.168.29.130,443,35178,TCP,1321530048,PA,'',4230
14833,1728941804435,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14834,1728941804442,146.75.29.140,192.168.29.130,443,35178,TCP,1321534224,PA,'',4230
14835,1728941804442,146.75.29.140,192.168.29.130,443,35178,TCP,1321538400,PA,'',4230
14836,1728941804442,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14837,1728941804442,146.75.29.140,192.168.29.130,443,35178,TCP,1321542576,PA,'',4230
14838,1728941804442,146.75.29.140,192.168.29.130,443,35178,TCP,1321546752,PA,'',1446
14839,1728941804442,146.75.29.140,192.168.29.130,443,35178,TCP,1321548144,PA,'',2838
14840,1728941804442,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14841,1728941804442,146.75.29.140,192.168.29.130,443,35178,TCP,1321550928,PA,'',5622
14842,1728941804442,146.75.37.140,192.168.29.130,443,54824,TCP,396935539,PA,'',556
14843,1728941804442,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14844,1728941804442,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14845,1728941804442,146.75.29.140,192.168.29.130,443,35178,TCP,1321556496,PA,'',2838
14846,1728941804442,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14847,1728941804442,146.75.29.140,192.168.29.130,443,35178,TCP,1321559280,PA,'',4230
14848,1728941804442,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14849,1728941804443,146.75.29.140,192.168.29.130,443,35178,TCP,1321563456,PA,'',4230
14850,1728941804443,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14851,1728941804443,146.75.29.140,192.168.29.130,443,35178,TCP,1321567632,PA,'',1446
14852,1728941804443,146.75.29.140,192.168.29.130,443,35178,TCP,1321569024,PA,'',2838
14853,1728941804443,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14854,1728941804443,146.75.29.140,192.168.29.130,443,35178,TCP,1321571808,PA,'',4230
14855,1728941804443,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14856,1728941804443,146.75.37.140,192.168.29.130,443,54824,TCP,396936041,PA,'',457
14857,1728941804443,192.168.29.130,146.75.37.140,54824,443,TCP,2104563330,A,'',54
14858,1728941804443,146.75.29.140,192.168.29.130,443,35178,TCP,1321575984,PA,'',4230
14859,1728941804443,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14860,1728941804443,146.75.29.140,192.168.29.130,443,35178,TCP,1321580160,PA,'',2838
14861,1728941804443,146.75.29.140,192.168.29.130,443,35178,TCP,1321582944,PA,'',1446
14862,1728941804443,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14863,1728941804443,146.75.29.140,192.168.29.130,443,35178,TCP,1321584336,PA,'',2838
14864,1728941804443,146.75.29.140,192.168.29.130,443,35178,TCP,1321587120,PA,'',1446
14865,1728941804443,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14866,1728941804443,146.75.29.140,192.168.29.130,443,35178,TCP,1321588512,PA,'',2838
14867,1728941804443,146.75.29.140,192.168.29.130,443,35178,TCP,1321591296,PA,'',1446
14868,1728941804443,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14869,1728941804444,146.75.29.140,192.168.29.130,443,35178,TCP,1321592688,PA,'',2838
14870,1728941804444,146.75.29.140,192.168.29.130,443,35178,TCP,1321595472,PA,'',1446
14871,1728941804444,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14872,1728941804444,146.75.29.140,192.168.29.130,443,35178,TCP,1321596864,PA,'',2838
14873,1728941804444,146.75.29.140,192.168.29.130,443,35178,TCP,1321599648,PA,'',1446
14874,1728941804444,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14875,1728941804444,146.75.29.140,192.168.29.130,443,35178,TCP,1321601040,PA,'',2838
14876,1728941804444,146.75.29.140,192.168.29.130,443,35178,TCP,1321603824,PA,'',1446
14877,1728941804444,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14878,1728941804444,146.75.29.140,192.168.29.130,443,35178,TCP,1321605216,PA,'',4230
14879,1728941804444,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14880,1728941804444,146.75.29.140,192.168.29.130,443,35178,TCP,1321609392,PA,'',4230
14881,1728941804444,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14882,1728941804444,146.75.29.140,192.168.29.130,443,35178,TCP,1321613568,PA,'',4230
14883,1728941804444,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14884,1728941804445,146.75.29.140,192.168.29.130,443,35178,TCP,1321617744,PA,'',2838
14885,1728941804445,146.75.29.140,192.168.29.130,443,35178,TCP,1321620528,PA,'',1446
14886,1728941804445,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14887,1728941804455,146.75.29.140,192.168.29.130,443,35178,TCP,1321621920,PA,'',8406
14888,1728941804455,146.75.29.140,192.168.29.130,443,35178,TCP,1321630272,PA,'',4230
14889,1728941804455,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14890,1728941804455,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14891,1728941804456,146.75.29.140,192.168.29.130,443,35178,TCP,1321634448,PA,'',4230
14892,1728941804456,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14893,1728941804456,146.75.29.140,192.168.29.130,443,35178,TCP,1321638624,PA,'',4230
14894,1728941804456,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14895,1728941804456,146.75.29.140,192.168.29.130,443,35178,TCP,1321642800,PA,'',4230
14896,1728941804456,146.75.29.140,192.168.29.130,443,35178,TCP,1321646976,PA,'',2838
14897,1728941804456,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14898,1728941804456,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14899,1728941804456,146.75.29.140,192.168.29.130,443,35178,TCP,1321649760,PA,'',1446
14900,1728941804456,146.75.29.140,192.168.29.130,443,35178,TCP,1321651152,PA,'',4230
14901,1728941804456,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14902,1728941804456,146.75.29.140,192.168.29.130,443,35178,TCP,1321655328,PA,'',4230
14903,1728941804456,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14904,1728941804456,146.75.29.140,192.168.29.130,443,35178,TCP,1321659504,PA,'',4230
14905,1728941804456,146.75.29.140,192.168.29.130,443,35178,TCP,1321663680,PA,'',4230
14906,1728941804457,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14907,1728941804457,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14908,1728941804457,146.75.29.140,192.168.29.130,443,35178,TCP,1321667856,PA,'',4230
14909,1728941804457,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14910,1728941804457,146.75.29.140,192.168.29.130,443,35178,TCP,1321672032,PA,'',4230
14911,1728941804457,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14912,1728941804457,146.75.29.140,192.168.29.130,443,35178,TCP,1321676208,PA,'',2838
14913,1728941804457,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14914,1728941804457,146.75.29.140,192.168.29.130,443,35178,TCP,1321678992,PA,'',1446
14915,1728941804459,192.168.29.130,146.75.29.140,35354,443,TCP,145296000,PA,'',139
14916,1728941804460,146.75.29.140,192.168.29.130,443,35354,TCP,1780040831,A,'',60
14917,1728941804460,192.168.29.130,146.75.29.140,35276,443,TCP,148819447,PA,'',196
14918,1728941804460,146.75.29.140,192.168.29.130,443,35276,TCP,1442624734,A,'',60
14919,1728941804460,192.168.29.130,146.75.29.140,35354,443,TCP,145296085,PA,'',89
14920,1728941804460,146.75.29.140,192.168.29.130,443,35354,TCP,1780040831,A,'',60
14921,1728941804460,192.168.29.130,146.75.29.140,35276,443,TCP,148819589,PA,'',89
14922,1728941804460,146.75.29.140,192.168.29.130,443,35276,TCP,1442624734,A,'',60
14923,1728941804461,146.75.29.140,192.168.29.130,443,35178,TCP,1321680384,PA,'',8406
14924,1728941804461,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14925,1728941804461,146.75.29.140,192.168.29.130,443,35178,TCP,1321688736,PA,'',4230
14926,1728941804461,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14927,1728941804461,146.75.29.140,192.168.29.130,443,35178,TCP,1321692912,PA,'',8406
14928,1728941804461,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14929,1728941804461,146.75.29.140,192.168.29.130,443,35178,TCP,1321701264,PA,'',4230
14930,1728941804461,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14931,1728941804461,146.75.29.140,192.168.29.130,443,35178,TCP,1321705440,PA,'',4230
14932,1728941804461,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14933,1728941804462,146.75.29.140,192.168.29.130,443,35178,TCP,1321709616,PA,'',4230
14934,1728941804462,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14935,1728941804462,146.75.29.140,192.168.29.130,443,35178,TCP,1321713792,PA,'',4230
14936,1728941804462,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14937,1728941804462,146.75.29.140,192.168.29.130,443,35178,TCP,1321717968,PA,'',4230
14938,1728941804462,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14939,1728941804462,146.75.29.140,192.168.29.130,443,35178,TCP,1321722144,PA,'',4230
14940,1728941804462,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14941,1728941804462,146.75.29.140,192.168.29.130,443,35178,TCP,1321726320,PA,'',4230
14942,1728941804462,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14943,1728941804462,146.75.29.140,192.168.29.130,443,35178,TCP,1321730496,PA,'',4230
14944,1728941804462,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
14945,1728941804462,146.75.29.140,192.168.29.130,443,35178,TCP,1321734672,PA,'',4230
14946,1728941804462,192.168.29.130,146.75.29.140,35178,443,TCP,1337827081,A,'',54
